,pub_date,original_title,foreign_title,english_title,author,original_abstract,english_abstract,url
36,2020.06,코로나바이러스감염증-19 대응을 위한 투석환자 감염관리,,Infection Control of Dialysis Patients for Coronavirus Infectious Disease-19 Response,최지연(중앙대학교병원 감염관리팀),,"The effects of coronavirus disease 19 (COVID-19) on patients with chronic kidney disease have not yet been fully studied, but acute kidney damage has been reported in some COVID- 19 patients. Hemodialysis is an essential treatment for patients with chronic kidney disease and they receive treatment for extended periods of time in congested spaces such as artificial kidney rooms. Because suspected or confirmed COVID-19 patients must visit medical institutions regularly for dialysis treatment, it is necessary to take efficient and safe infection control measures to prevent infections from spreading to medical staff or other patients during hemodialysis.
Due to artificial kidney rooms receiving a high number of patients for outpatient treatment, it is important to assess the patients before admission. Therefore, a monitoring system is needed to check the epidemiological relevance and possible symptoms of COVID-19.
Even if they are not epidemiologically related to COVID-19, patients with fever or respiratory symptoms should receive treatment in isolation rooms, while patients with suspected or confirmed COVID-19 infection should use negative-pressure isolation rooms. The medical staff participating in dialysis treatment for COVID-19 patients should wear appropriate personal protective equipment and provide specific guidelines for equipment, environmental, and waste management according to institutional circumstances.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002599777
37,2020.06,코로나19로 촉진된 글로벌 대변혁과  중국의 디지털 전환 가속화,,The Great Changes Facilitated by COVID-19 and China’s Digital Transformation,윤경우(국민대학교),"코로나19의 전 세계적 범유행은 글로벌화의 산물이지만, 탈글로벌화를심화시키는 중요한 동인이며 촉진제이기도 하다. 2008년 글로벌 금융위기와 최근 코로나19 사태로 인해 국경을 넘어 생산·소비 주체 간 분업과 협력을 통해 다양한 경제활동을 연결해오던 글로벌 가치사슬의 취약성이 드러났다. 이러한 상황에서도 글로벌 생산망이 붕괴하거나 중국을배제·주변화하는 글로벌 또는 지역 생산망 구축은 현실적으로 불가능하다는 전제에서 출발하여, 현재 진행되고 있는 글로벌 대변혁과 그에 대응하는 중국의 반응을 분석하여 향후 전개될 다양한 시나리오를 예측한다.
초연결성을 특징으로 글로벌화를 가속하는 동력으로 기능했던 디지털전환은 현재 탈글로벌화를 촉진하는 중요한 수단이 되고 있다. 디지털 기술은 국가 간 물리적 거리 두기를 강화하는 핵심 도구로 변화했다. 물리학의 원리로 보면 글로벌화가 작용, 탈글로벌화가 반작용 동력으로 작용하는 가운데 코로나19의 전 세계적 범유행이 디지털 전환을 폭발적으로가속하는 증폭기 역할을 하고 있다. 코로나19 사태로 인해 촉진되고 있는 글로벌 차원의 대변혁과 이에 대한 반응으로써 중국의 디지털 전환이어떻게 전개되고 있는지를 분석한다.
코로나19가 초래한 거대한 글로벌 변화는 지구상의 모든 국가에 위협이 되고 있지만, 어떻게 대응하느냐에 따라 전략적인 기회가 되기도 한다. 중국 정부가 현재의 위기를 전략적 기회로 인식하고 국가적 차원에서적극적으로 대응하고 있는 중국발 글로벌 생산망의 재조정과 디지털 전환의 가속화에 초점을 두고 분석하고 향후 방향을 예측한다. 더 나아가그러한 분석과 예측을 바탕으로 새로운 변화에 알맞은 한국의 실천적 대응 전략 및 한·중 협력 증진 방안을 제시하면서, 현재 진행 중인 거대한글로벌 변화에 대한 주체적 해석과 변화의 방향 설정도 매우 중요함을결론적으로 강조한다.","COVID-19’s global pandemic is a product of globalization, but it is also an important driver and accelerator that deepen deglobalization. The 2008 global financial crisis and the recent COVID-19 crisis have revealed the vulnerability of the global value chain, which has linked various economic activities through division of labor and cooperation between production and consumer actors across borders. Even under such circumstances, it may be practically impossible for the global production network to collapse or for a global or regional production network to exclude or marginalize China.
Starting with these two assumptions, I predict various scenarios to be developed in the future by analyzing the current global revolution and China’s response to it.
The digital transformation, which has functioned as a driving force to accelerate globalization due to its hyper-connectivity, is now an important means to promote deglobalization. Digital technology has become a key tool to strengthen the physical distance between countries. The global pandemic of COVID-19 functions as a booster that explosively accelerates digital transformation, with globalization as an action and deglobalization as a reaction force in terms of physics. I analyze how the global transformation is being facilitated by the COVID-19 and how China's digital transformation is unfolding in response.
The huge global change caused by COVID-19 poses a threat to every country on the planet, but it is also proving to be a strategic opportunity depending on how one responds to it. I analyze and forecast the future direction with a focus on the process of China’s reset of global production network and acceleration of digital transformation to which the Chinese government is actively responding at the national level, recognizing the current crisis as a strategic opportunity. Based on such analysis and predictions, furthermore, I suggest South Korea's practical response strategy and measures to promote the cooperation between South Korea and China for new changes, In conclusion, I also emphasize that it is important for South Korea to subjectively interpret the ongoing global change and set up the direction of change.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002596741
38,2020.06,"코로나19와 중국 스마트시티: 격자망화  관리, 방역관리 플랫폼,  건강정보코드와 사회관리체제",,"COVID19 and Smart City in China: Grid  Management System, Quarantine Management  Platform, Health Information Code and Social  Management System",박철현(국민대학교 중국인문사회연구소),"본 연구는 중국 사회관리체제가 코로나19 사태에 직면하여 스마트시티기술을 통해서 구축되는 양상을 살펴본다. 사회관리체제는 1950년대 중국 건국 초기부터 구축되기 시작된 것인데, 개혁기 1990년대 후반 이후국가의 사회관리 능력은 저하되고 격차와 불평등에 대한 사회적 저항은급증하였다. 스마트시티는 국가의 사회관리능력 감소를 일정하게 해결해줄 테크놀로지로 인식되고 있다. 스마트시티와 사회관리체제의 결합은 도시사회 기층 ‘사구’에서의 ‘격자망화 관리’를 통해서 실현된다. 코로나19 의 발생은 격자망화 관리를 기초한 스마트시티가 ‘질병-위생’을 통해서 재구성되는 계기로 작동하고 있다. 코로나19 사태로 인해서 등장한 ‘방역관리 플랫폼’과 ‘건강정보코드’의 ‘창신’과 급속한 확산을 배경으로, 우리는향후 스마트시티 사회관리체제의 ‘질병-위생’ 분야로의 확장과정에서 국가와 자본이 어떻게 공모할 것인지 주목할 필요가 있다.","This study examines the aspect of China’s social management system being built through smart city technology in the face of COVID19 crisis. The social management system began to be established in the early 1950s, and since the late 1990s, social resistance to disparity and inequality has soared due to the decline in the state’s social management ability. Smart City is recognized as a technology that can solve the decline in the state’s social management ability. The merge of Smart City and social management is realized through ‘grid management’ at the ‘community’ level of urban society.
The outbreak of COVID19 is working as an opportunity for Smart City based on ‘grid management’ to be reconstructed through ‘disease-hygiene’. Against the backdrop of ‘the creation of a quarantine management platform’ and ‘health information code’ that emerged due to COVID19 incident, we need to pay attention to how the state and capital will conspire in the process of expanding of the smart city social management systems into the ""disease-hygiene"" field in the future.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002596814
39,2020.06,코로나-19 국면 하의 중국  일대일로 분석,,Analysis on the Belt and Road Initiative under  the COVID-19,이창주(아주대학교),"코로나-19는 중국 지역감염 단위를 넘어서 글로벌 팬데믹 상황으로 확장되었다. 코로나-19는 금융분야와 실물경제까지 악영향을 미치며, 기존의 글로벌 가치사슬은 물론이고 세계화의 단절까지 순간적으로 경험하게했다. 현재 세계화인가, 탈세계화인가의 논쟁이 발생하고 있는 상황에서일대일로 전략의 분석은 중요한 의의가 있다. 코로나-19 국면 하의 중국일대일로 ‘전략’을 분석하기 위해서는 먼저 ‘일대일로’를 이해할 필요가 있다. 일대일로는 ‘개발 중심의 세계화’인 ‘연계성(connectivity)’을 토대로하는 중국 주도의 공간 네트워크 공동건설을 위한 구상이자 국익 확대를 위한 전략이다. 중국은 전략적 관점에서 ‘일대일로’를 통해 중국 주도의‘공간 베이스의 자유무역지대’를 건설하고, ‘중국제조2025’를 통해 그 공간네트워크 위로 중국 주도의 글로벌 가치사슬 형성을 목표로 하고 있다.
비록 코로나-19는 중국에서 먼저 발원하며 그 종합전략에 심대한 타격을주었으나, 중국은 빠른 회복과 경제 정상화의 모습을 보이고 있다. 현재는 오히려 미국과 유럽의 코로나-19발 경제위기 상황이 발생하고 있다는또 다른 변수도 발생하고 있다. 본 논문에서는 이런 구조 하에서 일대일로는 기존의 전략에 더해 ‘보건+경제’, 스마트, 디지털, 온라인화, 무인화형태의 세계화 시대에 편승해 그 전략이 건강 실크로드나 디지털 실크로드의 방향으로 추진될 것이라 전망한다. 또한, 중국의 일대일로 추진 장애요인으로 미국의 집중견제, 구미국가 중심의 소송전, 코로나-19 발원지로서의 이미지 타격 등을 들고 있다. 이를 통해, 본 논문은 코로나 국면하의 일대일로 전략을 종합적으로 분석하고 있다.","COVID-19 has expanded, beyond an epidemic endemic to China, to a global pandemic. Adversely affecting finance as well as the real economy, COVID-19 momentarily severed the existing global value chain, not to mention globalization. In the midst of the debate between globalization and deglobalization, an analysis of the Belt and Road Initiative carries substantial significance. In order to analyze China’s Belt and Road Initiative under COVID-19, it is necessary to first understand the Belt and Road Initiative.
The Belt and Road Initiative is a spatial network strategy led by China based on connectivity, which is specifically a globalization centered on development.
Through the Belt and Road Initiative, China aims at building a spatially based free trade area led by China, and, on top of such a spatial network, forming a global value chain led by China through its strategic plan, ‘Made in China 2025’. However, COVID-19, originating in China, dealt a severe blow to China’s comprehensive strategy, and although China was able to rapidly cover and normalize its economy, China currently faces other variables as the US and Europe encounter economic crises of their own as a result of COVID-19. Under such a structure, the present study predicts the Belt and Road Initiative to be carried out by taking advantage of the era of globalization in the form of “health+economy’, smart, digital, online, and unmanned technologies in addition to its existing strategies, just like Health Silk Road and Digital Silk Road. However, obstacles to China’s Belt and Road initiative include intensive US containment, litigation led by the US and Europe, and a blow to its image as the originator of COVID-19.
Consequently, the present study comprehensively analyzes the Belt and Road Initiative under the coronavirus pandemic.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002596772
40,2020.06,코로나19 현상에서 온라인 스포츠활동 참여자의 선택속성 차이분석,,The Analysis of Differences in Selection Attributes of Participants in Online Sports Activities in the Corona19 Phenomenon,유동균(명지대학교),"본 연구는 온라인 스포츠활동 참여자들의 선택속성 차이 분석을 통해 점차 급증하고 있는 온라인 스포츠산업 활성화에 기여할 수 있는 기초자료를 제공하는데 본 연구의 목적이 있다. 이 연구는 2020년 3월~4월까지 약 2개월 동안 서울과 경기도, 충청도, 경상도 및 전라도 지역에 거주하고 온라인 스포츠활동을 경험해 본 참여자들을 모집단으로 선정하였다. 최종 분석 자료는 불성실하게 응답을 해 신뢰성이 떨어지는 30부를 제외한 총 320부를 사용하였다. 설문지 작성은 선행연구를 근거로 본 연구의 목적에 부합하도록 수정․보완하여 작성하였으며, 탐색 요인분석과 신뢰도 검증을 통하여 설문지의 신뢰도와 타당도를 검증하였다. 자료 분석결과 온라인 스포츠활동 소비자의 인구통계학적 특성에 따른 선택속성 차이를 검증한 결과를 보면, 연령은 서비스에서 통계적으로 유의한 차이가 나타났으며, 직업은 프로그램, 편리성, 서비스, 트렌드에서 통계적으로 유의한 차이가 나타났다. 아울러 학력은 프로그램, 편리성, 서비스에서 통계적으로 유의한 차이가 나타났으며, 수입은 프로그램, 편리성, 서비스에서 통계적으로 유의한 차이가 나타났다. 이와 더불어 결혼여부는 프로그램에서 그리고 가족 구성원 수에서는 정보성이 통계적으로 유의한 차이가 나타났다. 마지막으로 참여빈도는 프로그램, 편리성, 서비스, 트렌드에서 통계적으로 유의한 차이가 나타났다.","The purpose of this study is to provide basic data that can contribute to the revitalization of the online sports industry, which is increasing rapidly through the analysis of differences in the selectivity of participants in online sports activities. The study selected participants who lived in Seoul, Gyeonggi-do, Chungcheong-do, Gyeongsang-do and Jeolla-do for about two months from March to April 2020 and experienced online sports activities as a population. A total of 320 copies of the final analysis were used, except for 30 copies that were not reliable due to their insincere responses. Based on prior research, the questionnaire was prepared by modifying and supplementing the purpose of this study, and the reliability and validity of the questionnaire were verified through exploratory factor analysis and reliability verification.Data analyses showed that age showed statistically significant differences in services, and jobs showed statistically significant differences in programs, convenience, services and trends, as a result of verifying differences in optional attributes according to demographic characteristics of consumers in online sports activities. In addition, educational background showed statistically significant differences in programs, convenience and services, while income differed statistically in programs, convenience and services. Furthermore, marital status showed statistically significant differences in programs and Number of family members showed statistically significant differences in information. Finally, the frequency of participation showed statistically significant differences in programs, convenience, services and trends.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002605390
41,2020.06,코로나19에 대응하는 유학적 가족관(家族觀) 재인(再認) 연구,,A Study on the Confucian Family View corresponding to Corona 19,하윤서(강원대학교),"이 글의 목표는 코로나19에 대응하기 위한 유학적 가족관의 재인을 제언하는 데 있다. 이는 가족 구성원 간 관계 개선을 도모하는 데 이바지하려는 의도이다. 최근, 우리나라를 포함한 다수의 국가가 호흡기 전염 질환인 코로나19에 위협을 받고 있다. 정부는 전염 질환에 대한 방역 수단으로 ‘사회적 거리 두기’를 권장하며 가정에 머무르라고 하였다. 그런데 근간에 현대사회 가정의 순기능이 약화한 것이 사회문제로 인식되어왔다. 가족이 함께 있는 시간이 늘면 행복감이 상승하는 순기능도 있지만, 다른 한편으로는 개인주의적인 생활에 익숙해져 있다가 예정 없이 가정에서 머무르는 상황에 대하여 가족 구성원 간 불화가 발생할 수 있다. 따라서 이 글은 가족의 불화에 관한 우려로 시작하여 가족의 관계 향상을 위한 유학적 논의로 특정하였다. 
이 글이 재인하려는 유학적 가족관의 일상성은 다음과 같다. 첫째, 仁사상의 실천이다. 공자는 자기를 이기고 예를 회복하는 것이 인(克己復禮爲仁)이라고 하였다. 仁이 가정 안에서 어우러진다면 가족 구성원 간 의견이 다르다는 이유로 상처를 내지 않을 것이다. 둘째, 마음공부를 통한 수신(修身)이 선행된 후 제가(齊家)를 하여야 한다. 수신 없이 제가부터 하는 것은 가족 구성원의 저항에 부딪힐 개연성이 있다. 셋째, 각 가정의 상황에 계합(契合)하는 중용(中庸)적 삶이 화해(和諧)하여 가정 내에서 수직적 수평적으로 어우러져야 할 것이다. 각 가정에 계합한 수신제가를 지속적·반복적으로 실천하면 훈습이 되고 훈습 과정을 거치면 가족 규칙으로 자리 잡을 수 있으며 그것은 일상성이 될 것이다.","The purpose of this article is to suggest the re-invent of Confucian familyism to cope with social distance. It is intended to contribute to improving relations between family members. Recently, a number of countries, including South Korea, have been threatened by the respiratory epidemic, Corona 19. The government encouraged 'social distance' as a means of preventing infectious diseases and urged them to stay at home. However, it has been recognized as a social problem that the net function of modern social families has weakened recently. While it is also a net function to increase the happiness of family members when family members spend more time together, on the other hand, there can be discord among family members over the situation of being accustomed to individualistic life and staying at home without any plans. Therefore, this article began with concerns about discord among family members and specified it as a Confucian discussion to improve family relations.
In response to the Corona19 proposed in this article, the reasons why Confucian familyism should be practiced at home are as follows. First, it is the practice of love. Confucius said, ""It is good to overcome oneself and restore love."" If there is love in the family, different opinions will not harm family members. Second, the family is managed after self-management through mind study. Control the family without self-management is likely to face resistance from family members. Third, the important life for each family's situation should be in harmony vertically and horizontally within the family. It will become a discipline if self-management and family management suitable for each family are  continuously and repeatedly practices and if it goes through the training process, it can become a family rule, and it will become routine.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002603972
42,2020.06,코로나 팬데믹 이후 법률시장에서의이슈 및 변호사업무 방법 변화,,How COVID-19 Will Change the Legal Environment and the Way Law is Practiced?,주지홍(부산대학교),,,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002590894
43,2020.06,코로나바이러스감염증-19 사태가 회계정보 품질에 끼치는 영향에 대한 고찰,,A Study on the Impact of Coronavirus Disease- 19 on the Quality of Accounting Information,황인덕(계명대학교),"2019년 12월 중국 후베이성 우한시를 중심으로 확산된 코로나바이러스감염증-19(이하 코로나19)는 전 인류에게 심각한 공중보건학적 위기는 물론 역사상 유례를 찾아보기 힘든 경제적 위기를 초래하고 있다. 본 연구에서는 코로나19사태의 경제적 영향을 실물경제와 자본시장의 측면으로 나누어서 분석한다. 또한, 코로나19사태가 회계정보의 품질에 끼칠 영향을 다양한 측면에서 분석한다. 이를 바탕으로, 포스트코로나 시대에 회계정보의 품질을 유지하고 건강한 자본시장을 지키기 위해 필요한 우리의 노력에 대해 알아본다.
코로나19사태는 대다수의 산업분야에 걸쳐 기업들의 경영실적을 급속도로 악화시키고 경영환경의 불확실성을 증가시켰다. 이러한 변화는 눈앞의 위기를 모면하기 위한 경영자들의 기회주의적 회계처리를 유도하고, 부실기업들의 회계품질 저하를 초래할 수 있다. 코로나19사태의 회계품질 영향을 최소화하고 신뢰성 있는 정보를 제공하기 위해 다음의 노력이 필요하다. 감독당국은 코로나19의 재무제표 영향에 대한 포괄적이고 중립적인 회계처리지침을 제공하고, 신외감법의 원만한 정착을 위해 정책적으로 지원해야한다. 기업 또한 코로나19사태의 재무제표 영향을 명확하게 제공할 수 있도록 관련 공시를 강화해야 한다. 이러한 조치는 회계투명성을 향상시키고 자본시장의 건전성을 유지함으로써 우리나라 자본시장에 대한 투자자들의 신뢰를 강화하는데 기여할 수 있을 것이다.","The Coronavirus Disease-19(COVID-19), which spreads around Wuhan, Hubei Province, China in December 2019, is causing an unprecedented economic crisis in history as well as a serious public health crisis. In this study, I examine the economic impact of the COVID-19 in the aspects of the real economy and capital market. In addition, I analyze the influence of COVID-19 on the quality of accounting information in various aspects. Based on the analyses, I discuss the necessary efforts to maintain the quality of accounting information and to protect the soundness of capital markets in the post-corona era.
The Outbreak of COVID-19 has rapidly deteriorated the accounting performance of companies across the majority of industries and increased uncertainties in the business environment. These changes could induce opportunistic accounting practice by managers to avoid a looming crisis, and lead to poor accounting quality for insolvent companies. In order to minimize the accounting quality impact of COVID- 19 and to provide reliable information, the following efforts are required. The regulators should provide comprehensive and unbiased accounting guidance for the effects of COVID-19 on financial statements and provide policy support for smooth settlement of newly adopted Act on external audit of corporation. The companies should also enhance the relevant disclosures to provide a clear picture of the impact of COVID -19 on the financial statements. These measures could contribute to strengthening investors’ confidence in the capital market by enhancing accounting transparency and maintaining the soundness of the capital market.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002607461
44,2020.06,코로나19 경제위기의 영향과 신앙적 교훈,,A Study on the Influence of the Corona 19 Economic Crisis and the Biblical Lessons,이선복(동서대학교),"2019년 12월 중국 후베이성 우한에서 시작된 COVID-19의 영향으로 국내는 물론 세계경제가 충격을 입고 있다. IMF는 2020년 세계 경제성장률을 -3.0%로 전망하고, 한국도 -1.2%로 예측했다. 본 연구는 COVID-19가 한국 경제에 미친 영향과 이를 극복하기 위해 발표된 정부의 경제정책을 보도 자료를 통해 분석하고 있다. 그리고 그리스도인의 관점에서 COVID-19가 준 교훈을 성경적 관점에서 정리하고, 교회와 성도, 국가 입장에서 필요한 실천사항을 제시하고 있다. 연구 결과는 다음과 같다. 첫째, 통화정책을 통해 기준금리가 0.75%로 하향 조정되고, 유동성 확보를 위한 양적완화가 이루어졌다. 둘째, 재정정책을 통해 전국민 긴급재난지원금과 지방자치단체별 지원금, 기획재정부에 의한 중소기업 및 수출입 지원, 항공등 산업별 지원, 고용유지 지원이 이루어졌다. 셋째, 일본 고베개혁신학교 요시다 다카시의 자료를 인용, 코로나19로 인한 신앙적 교훈을 살펴보고, 교회와 성도, 국가의 성경적 관점 실천사항을 제시하고 있다.","The impact of COVID-19, which began in Wuhan, Hubei Province, China in December 2019, has shocked the global economy as well as Korea. The IMF forecast the global economic growth rate at -3.0 percent in 2020, while Korea also forecast -1.2 percent. The study analyzes the impact of COVID-19 on the Korean economy and the government's economic policies announced to overcome it in a press release. And from the Christian point of view, the lessons given by COVID-19 are arranged from the biblical point of view, and the practices necessary for the church, believers and nations are presented. The results of the study are as follows: Firstly, through monetary policy, the base interest rate was lowered to 0.75%, and quantitative easing was achieved to secure liquidity. Secondly, the government provided support for national civil emergency disaster support, subsidies for each local government, support for small and medium-sized enterprises and exports and imports by the Ministry of Strategy and Finance, support for aviation and other industries, and support for job maintenance through fiscal policies. Lastly, using the presentation materials of Takashi Yoshida of Kobe Reform Theological Seminary in Japan, it examines the biblical lessons of COVID-19, and presents the practice of biblical perspectives of churches, believers and nations.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002607392
45,2020.06,코로나19의 발생이 중국관광산업에 미치는 영향 및 대응책,,The Phantom and Countermeasures of COVID-19 on the Chinese Tourism Industry,an dong(College of Foreign Languages,"2019년 중국 관광산업의 총규모는 중국 GDP의 11.04%를 차지하고 있어 관광분야의 지속적인 성장은 중국 경제 성장에 종요한 것으로 밝힌다. 관광산업은 예민성을 가지고 있기 때문에 쉽게 위기에 의해 영향을 미친다. 특히 올해 코로나19의 발생 때문에 고성장을 하고 있었던 중국 관광산업에 심각한 영향을 미친 것이 사실이며 전 세계적으로 코로나19가 확산하면서 중국은 정체 상태에 빠지고 관광은 모든 주요 경제 부문에 막대한 영향을 미쳤다. 코로나19는 중국 관광산업에 어떻게 영향 주는 것을 분석하여 영향 메커니즘에 대해 광서비스의 공급불능, 관광의 이동성, 경제의 불경기, 심리적인 요인으로 정리하였다. 위기관리 체계에서 관광산업은 피해의 감소와 신속한 회복을 도모하기 위해 정부의 지원정책(금융지원, 세금감면, 재정지원, 취업유지 등), 협회의 대응책, 기업의 대응책(산업용합, 내부 위기관리 등)을 제시하였다. 대응책에 대해 보환할 여지가 있다. 첫째, 전염병 대응에 더 신속한 조기경보 체계가 필요하다. 둘째, 중소기업의 융자에 대해 지원정책이 필요하다. 셋째, 취업의 유지도 중요하지만 실업자에게 주목할 필요가 있다. 넷째, 재정지원보다 관관기업의 경쟁력을 높여야 된다. 다섯째, 지방 정부의 소비쿠폰 발급을 통해 지역별 불균형의 발전을 보이며 균형적 발전을 위해 중앙정부 차원에 소비쿠폰 발급 정책이 필요하다. 여섯째, 관광산업의 부가가치 증대하기 위해서는 관광산업과 문화산업의 용합, 관광산업과 인터넷의 용합을 기대할 만하다.","China's tourism industry in 2019 accounts for 11.04% of China's GDP. Thus, it is easily seen that the sustained growth of the tourism industry is essential to China's economic growth. Tourism is sensitive, so it is easily affected by crises. Particularly in this year, the worldwide outbreak of COVID-19 has enormously affected of all major economic sectors and had a serious negative impact on the ever fast-growing China's tourism industry, which has brought China's economy to a standstill. The present paper analyzes how COVID-19 affects China's tourism industry and summarizes the impact mechanism by the inability of the supply of optical services, the mobility of tourism, the economic recession, and psychological factors. In the crisis management system, the tourism industry urgently needs the government's support policy (such as financial support, tax reduction, financial support, job maintenance, etc.), the association's countermeasures, and corporate countermeasures (industrial solubility, internal crisis management, etc.) in order to reduce damage and to expedite recovery. There still leaves a lot to do for retribution. Firstly, a faster early warning system is needed to respond to infectious diseases. Secondly, a support policy is needed for loans to small and medium-sized enterprises. Thirdly, maintaining a job is important, but it is worth paying attention to the unemployed. Fourthly, the competitiveness of government-funded companies should be increased rather than merely waiting for financial support. Fifthly, the government should release a policy to issue consumption coupons at the central government level for balanced development, showing the development of regional imbalances through the issuance of consumption coupons by local governments. Lastly, it is worth looking forward to the fusion of tourism and cultural industries, tourism and the Internet in order to increase the added value of tourism industry.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002600119
